date,season_end_year,home_team,away_team,b365h,b365d,b365a,bbavh,bbavd,bbava,psh,psd,psa,o_h,o_d,o_a,imp_h_raw,imp_d_raw,imp_a_raw,overround,p_home,p_draw,p_away
2021-11-07,2022,Arsenal,Watford,1.36,4.75,8.5,NA,NA,NA,1.41,4.98,8.73,1.36,4.75,8.5,0.7352941176470588,0.21052631578947367,0.11764705882352941,1.0634674922600618,0.6914119359534208,0.19796215429403205,0.11062590975254732
2021-11-07,2022,Everton,Tottenham,3.1,3.25,2.37,NA,NA,NA,3.15,3.34,2.46,3.1,3.25,2.37,0.3225806451612903,0.3076923076923077,0.42194092827004215,1.0522138811236401,0.3065732651396048,0.2924237298254692,0.4010030050349261
2021-11-07,2022,Leeds,Leicester,2.8,3.5,2.45,NA,NA,NA,2.84,3.61,2.54,2.8,3.5,2.45,0.35714285714285715,0.2857142857142857,0.4081632653061224,1.0510204081632653,0.33980582524271846,0.27184466019417475,0.3883495145631068
2021-11-07,2022,West Ham,Liverpool,4.75,4,1.7,NA,NA,NA,4.74,4.15,1.75,4.75,4,1.7,0.21052631578947367,0.25,0.5882352941176471,1.0487616099071206,0.2007380073800738,0.23837638376383766,0.5608856088560886
2021-11-20,2022,Leicester,Chelsea,4.75,3.75,1.75,NA,NA,NA,4.92,3.76,1.8,4.75,3.75,1.75,0.21052631578947367,0.26666666666666666,0.5714285714285714,1.0486215538847117,0.20076481835564056,0.25430210325047803,0.5449330783938815
2021-11-20,2022,Aston Villa,Brighton,2.45,3.3,2.9,NA,NA,NA,2.48,3.33,3.14,2.45,3.3,2.9,0.4081632653061224,0.30303030303030304,0.3448275862068966,1.056021154543322,0.3865105008077544,0.28695476575121165,0.32653473344103395
2021-11-20,2022,Burnley,Crystal Palace,2.7,3.2,2.7,NA,NA,NA,2.79,3.29,2.79,2.7,3.2,2.7,0.37037037037037035,0.3125,0.37037037037037035,1.0532407407407407,0.3516483516483516,0.2967032967032967,0.3516483516483516
2021-11-20,2022,Newcastle,Brentford,2.62,3.4,2.7,NA,NA,NA,2.67,3.42,2.81,2.62,3.4,2.7,0.38167938931297707,0.29411764705882354,0.37037037037037035,1.0461674067421711,0.364835863603847,0.2811382243064939,0.35402591208965895
2021-11-20,2022,Norwich,Southampton,3.6,3.5,2.05,NA,NA,NA,3.71,3.54,2.12,3.6,3.5,2.05,0.2777777777777778,0.2857142857142857,0.48780487804878053,1.051296941540844,0.2642238998342847,0.2717731541152642,0.46400294605045117
2021-11-20,2022,Watford,Man United,6.5,4.75,1.45,NA,NA,NA,6.25,4.69,1.53,6.5,4.75,1.45,0.15384615384615385,0.21052631578947367,0.6896551724137931,1.0540276420494208,0.14596026490066225,0.1997350993377483,0.6543046357615894
2021-11-20,2022,Wolves,West Ham,3,3.25,2.4,NA,NA,NA,3.18,3.28,2.49,3,3.25,2.4,0.3333333333333333,0.3076923076923077,0.4166666666666667,1.0576923076923077,0.3151515151515151,0.2909090909090909,0.393939393939394
2021-11-20,2022,Liverpool,Arsenal,1.45,4.75,6.5,NA,NA,NA,1.47,5,6.84,1.45,4.75,6.5,0.6896551724137931,0.21052631578947367,0.15384615384615385,1.0540276420494208,0.6543046357615894,0.1997350993377483,0.14596026490066225
2021-11-21,2022,Man City,Everton,1.14,8,19,NA,NA,NA,1.19,7.71,17.04,1.14,8,19,0.8771929824561404,0.125,0.05263157894736842,1.0548245614035088,0.8316008316008316,0.1185031185031185,0.04989604989604989
2021-11-21,2022,Tottenham,Leeds,1.7,4.2,4.5,NA,NA,NA,1.77,4.15,4.61,1.7,4.2,4.5,0.5882352941176471,0.23809523809523808,0.2222222222222222,1.0485527544351072,0.5609973285841497,0.2270703472840606,0.21193232413178986
2021-11-27,2022,Arsenal,Newcastle,1.44,4.75,7,NA,NA,NA,1.48,4.95,6.77,1.44,4.75,7,0.6944444444444444,0.21052631578947367,0.14285714285714285,1.0478279030910609,0.6627466613514053,0.20091688259916285,0.13633645604943193
2021-11-27,2022,Crystal Palace,Aston Villa,2.2,3.4,3.3,NA,NA,NA,2.3,3.4,3.42,2.2,3.4,3.3,0.45454545454545453,0.29411764705882354,0.30303030303030304,1.0516934046345812,0.43220338983050843,0.2796610169491525,0.288135593220339
2021-11-27,2022,Liverpool,Southampton,1.28,6,9,NA,NA,NA,1.3,6.08,10.1,1.28,6,9,0.78125,0.16666666666666666,0.1111111111111111,1.0590277777777777,0.7377049180327869,0.15737704918032788,0.10491803278688525
2021-11-27,2022,Norwich,Wolves,3.5,3.3,2.15,NA,NA,NA,3.61,3.44,2.2,3.5,3.3,2.15,0.2857142857142857,0.30303030303030304,0.46511627906976744,1.0538608678143562,0.2711119602598395,0.28754298815437523,0.44134505158578524
2021-11-27,2022,Brighton,Leeds,2.05,3.4,3.75,NA,NA,NA,2.14,3.44,3.78,2.05,3.4,3.75,0.48780487804878053,0.29411764705882354,0.26666666666666666,1.0485891917742707,0.4652011310772599,0.2804889172671714,0.25430995165556874
2021-11-28,2022,Brentford,Everton,2.25,3.2,3.4,NA,NA,NA,2.29,3.33,3.51,2.25,3.2,3.4,0.4444444444444444,0.3125,0.29411764705882354,1.051062091503268,0.42285270112708895,0.29731830547998445,0.27982899339292655
2021-11-28,2022,Leicester,Watford,1.61,4,5.5,NA,NA,NA,1.65,4.16,5.57,1.61,4,5.5,0.6211180124223602,0.25,0.18181818181818182,1.052936194240542,0.5898914063547392,0.23743129105778257,0.17267730258747824
2021-11-28,2022,Man City,West Ham,1.28,5.75,10,NA,NA,NA,1.3,5.98,10.56,1.28,5.75,10,0.78125,0.17391304347826086,0.1,1.0551630434782608,0.7404069018799897,0.16482101467937163,0.09477208344063869
2021-11-28,2022,Chelsea,Man United,1.57,4,6,NA,NA,NA,1.63,4.21,5.75,1.57,4,6,0.6369426751592356,0.25,0.16666666666666666,1.0536093418259023,0.6045340050377834,0.23727959697732998,0.15818639798488665
2021-11-30,2022,Newcastle,Norwich,1.95,3.5,3.9,NA,NA,NA,2.02,3.68,3.91,1.95,3.5,3.9,0.5128205128205129,0.2857142857142857,0.25641025641025644,1.054945054945055,0.48611111111111116,0.2708333333333333,0.24305555555555558
2021-11-30,2022,Leeds,Crystal Palace,2.4,3.3,3,NA,NA,NA,2.43,3.41,3.15,2.4,3.3,3,0.4166666666666667,0.30303030303030304,0.3333333333333333,1.053030303030303,0.3956834532374101,0.2877697841726619,0.31654676258992803
2021-12-01,2022,Southampton,Leicester,2.37,3.5,2.87,NA,NA,NA,2.47,3.56,2.98,2.37,3.5,2.87,0.42194092827004215,0.2857142857142857,0.3484320557491289,1.0560872697334567,0.39953225492106803,0.27054041261798034,0.32992733246095163
2021-12-01,2022,Watford,Chelsea,10,5.25,1.3,NA,NA,NA,10.31,5.61,1.33,10,5.25,1.3,0.1,0.19047619047619047,0.7692307692307692,1.0597069597069595,0.0943657103352921,0.17974421016246114,0.7258900795022469
2021-12-01,2022,West Ham,Brighton,1.95,3.6,3.8,NA,NA,NA,2.05,3.6,3.87,1.95,3.6,3.8,0.5128205128205129,0.2777777777777778,0.2631578947368421,1.0537561853351327,0.4866595517609392,0.26360725720384204,0.24973319103521877
2021-12-01,2022,Wolves,Burnley,1.85,3.5,4.33,NA,NA,NA,1.98,3.43,4.39,1.85,3.5,4.33,0.5405405405405405,0.2857142857142857,0.23094688221709006,1.0572017084719163,0.511293669135136,0.2702552251142862,0.21845110575057775
2021-12-01,2022,Aston Villa,Man City,9,5.25,1.33,NA,NA,NA,8.57,5.25,1.39,9,5.25,1.33,0.1111111111111111,0.19047619047619047,0.7518796992481203,1.0534670008354219,0.10547184773988898,0.18080888183980967,0.7137192704203014
2021-12-01,2022,Everton,Liverpool,7.5,5.25,1.36,NA,NA,NA,7.67,5.17,1.43,7.5,5.25,1.36,0.13333333333333333,0.19047619047619047,0.7352941176470588,1.0591036414565824,0.12589262099973555,0.17984660142819361,0.6942607775720709
2021-12-02,2022,Tottenham,Brentford,1.6,4.2,5.25,NA,NA,NA,1.67,4.22,5.34,1.6,4.2,5.25,0.625,0.23809523809523808,0.19047619047619047,1.0535714285714286,0.5932203389830508,0.22598870056497172,0.18079096045197737
2021-12-02,2022,Man United,Arsenal,1.95,3.75,3.75,NA,NA,NA,2.07,3.68,3.75,1.95,3.75,3.75,0.5128205128205129,0.26666666666666666,0.26666666666666666,1.0461538461538462,0.4901960784313726,0.2549019607843137,0.2549019607843137
2021-12-04,2022,West Ham,Chelsea,4.75,3.6,1.75,NA,NA,NA,4.85,3.58,1.85,4.75,3.6,1.75,0.21052631578947367,0.2777777777777778,0.5714285714285714,1.0597326649958227,0.19865983445013796,0.2621206148994876,0.5392195506503745
2021-12-04,2022,Newcastle,Burnley,2.3,3.3,3.2,NA,NA,NA,2.4,3.38,3.22,2.3,3.3,3.2,0.4347826086956522,0.30303030303030304,0.3125,1.0503129117259553,0.41395531164249316,0.2885143081144649,0.2975303802430419
2021-12-04,2022,Southampton,Brighton,2.45,3.2,3,NA,NA,NA,2.48,3.25,3.22,2.45,3.2,3,0.4081632653061224,0.3125,0.3333333333333333,1.0539965986394557,0.3872529245663574,0.2964905203711174,0.3162565550625252
2021-12-04,2022,Wolves,Liverpool,8,4.75,1.4,NA,NA,NA,8.08,4.72,1.45,8,4.75,1.4,0.125,0.21052631578947367,0.7142857142857143,1.0498120300751879,0.11906893464637423,0.20053715308863027,0.6803939122649956
2021-12-04,2022,Watford,Man City,12,7,1.2,NA,NA,NA,14.88,7.43,1.21,12,7,1.2,0.08333333333333333,0.14285714285714285,0.8333333333333334,1.0595238095238095,0.07865168539325842,0.1348314606741573,0.7865168539325843
2021-12-05,2022,Leeds,Brentford,1.95,3.6,3.8,NA,NA,NA,1.98,3.63,4.13,1.95,3.6,3.8,0.5128205128205129,0.2777777777777778,0.2631578947368421,1.0537561853351327,0.4866595517609392,0.26360725720384204,0.24973319103521877
2021-12-05,2022,Man United,Crystal Palace,1.5,4.33,6.5,NA,NA,NA,1.59,4.13,6.46,1.5,4.33,6.5,0.6666666666666666,0.23094688221709006,0.15384615384615385,1.0514597027299106,0.6340391980175715,0.2196440639783735,0.14631673800405498
2021-12-05,2022,Tottenham,Norwich,1.36,5,8.5,NA,NA,NA,1.43,4.9,8.28,1.36,5,8.5,0.7352941176470588,0.2,0.11764705882352941,1.0529411764705883,0.6983240223463686,0.18994413407821228,0.11173184357541899
2021-12-05,2022,Aston Villa,Leicester,2.37,3.4,3,NA,NA,NA,2.38,3.49,3.17,2.37,3.4,3,0.42194092827004215,0.29411764705882354,0.3333333333333333,1.049391908662199,0.40208136234626296,0.28027436140018924,0.3176442762535478
2021-12-06,2022,Everton,Arsenal,3.4,3.5,2.1,NA,NA,NA,3.45,3.65,2.18,3.4,3.5,2.1,0.29411764705882354,0.2857142857142857,0.47619047619047616,1.0560224089635852,0.2785145888594165,0.27055702917771884,0.4509283819628648
2021-12-10,2022,Brentford,Watford,2.25,3.3,3.3,NA,NA,NA,2.32,3.33,3.44,2.25,3.3,3.3,0.4444444444444444,0.30303030303030304,0.30303030303030304,1.0505050505050504,0.42307692307692313,0.2884615384615385,0.2884615384615385
2021-12-11,2022,Man City,Wolves,1.14,8,19,NA,NA,NA,1.17,8.21,20.21,1.14,8,19,0.8771929824561404,0.125,0.05263157894736842,1.0548245614035088,0.8316008316008316,0.1185031185031185,0.04989604989604989
2021-12-11,2022,Arsenal,Southampton,1.61,4,5.5,NA,NA,NA,1.68,4.01,5.61,1.61,4,5.5,0.6211180124223602,0.25,0.18181818181818182,1.052936194240542,0.5898914063547392,0.23743129105778257,0.17267730258747824
2021-12-11,2022,Chelsea,Leeds,1.25,5.75,12,NA,NA,NA,1.28,6.1,11.9,1.25,5.75,12,0.8,0.17391304347826086,0.08333333333333333,1.0572463768115943,0.7566826593557231,0.1644962302947224,0.07882111034955448
2021-12-11,2022,Liverpool,Aston Villa,1.2,7,13,NA,NA,NA,1.23,7.15,12.65,1.2,7,13,0.8333333333333334,0.14285714285714285,0.07692307692307693,1.0531135531135531,0.7913043478260869,0.13565217391304346,0.07304347826086957
2021-12-11,2022,Norwich,Man United,7,4.5,1.45,NA,NA,NA,7.52,4.9,1.45,7,4.5,1.45,0.14285714285714285,0.2222222222222222,0.6896551724137931,1.0547345374931583,0.13544369486248053,0.21069019200830302,0.6538661131292164
2021-12-12,2022,Burnley,West Ham,3.6,3.6,2,NA,NA,NA,3.74,3.75,2.05,3.6,3.6,2,0.2777777777777778,0.2777777777777778,0.5,1.0555555555555556,0.2631578947368421,0.2631578947368421,0.47368421052631576
2021-12-12,2022,Leicester,Newcastle,1.66,4.1,4.75,NA,NA,NA,1.78,4.01,4.71,1.66,4.1,4.75,0.6024096385542169,0.24390243902439027,0.21052631578947367,1.0568383933680807,0.5700111221682376,0.23078499092665228,0.19920388690511034
2021-12-12,2022,Crystal Palace,Everton,2.3,3.2,3.3,NA,NA,NA,2.3,3.22,3.63,2.3,3.2,3.3,0.4347826086956522,0.3125,0.30303030303030304,1.0503129117259553,0.41395531164249316,0.2975303802430419,0.2885143081144649
2021-12-14,2022,Norwich,Aston Villa,3.3,3.3,2.25,NA,NA,NA,3.45,3.3,2.33,3.3,3.3,2.25,0.30303030303030304,0.30303030303030304,0.4444444444444444,1.0505050505050506,0.28846153846153844,0.28846153846153844,0.423076923076923
2021-12-14,2022,Man City,Leeds,1.14,8.5,15,NA,NA,NA,1.16,9,19.75,1.14,8.5,15,0.8771929824561404,0.11764705882352941,0.06666666666666667,1.0615067079463365,0.8263659342796034,0.11083025471514679,0.06280381100524984
2021-12-15,2022,Brighton,Wolves,2.25,3.1,3.5,NA,NA,NA,2.37,3.05,3.66,2.25,3.1,3.5,0.4444444444444444,0.3225806451612903,0.2857142857142857,1.0527393753200203,0.4221789883268483,0.3064202334630351,0.27140077821011677
2021-12-15,2022,Crystal Palace,Southampton,2.15,3.3,3.5,NA,NA,NA,2.17,3.41,3.71,2.15,3.3,3.5,0.46511627906976744,0.30303030303030304,0.2857142857142857,1.0538608678143562,0.44134505158578524,0.28754298815437523,0.2711119602598395
2021-12-15,2022,Arsenal,West Ham,2.1,3.6,3.3,NA,NA,NA,2.27,3.58,3.32,2.1,3.6,3.3,0.47619047619047616,0.2777777777777778,0.30303030303030304,1.056998556998557,0.45051194539249145,0.2627986348122867,0.2866894197952219
2021-12-16,2022,Chelsea,Everton,1.22,6.5,13,NA,NA,NA,1.24,6.36,14.4,1.22,6.5,13,0.819672131147541,0.15384615384615385,0.07692307692307693,1.0504413619167718,0.78031212484994,0.14645858343337334,0.07322929171668667
2021-12-16,2022,Liverpool,Newcastle,1.12,9,19,NA,NA,NA,1.13,9.72,24.98,1.12,9,19,0.8928571428571428,0.1111111111111111,0.05263157894736842,1.0565998329156223,0.8450286617908678,0.10515912235619687,0.04981221585293536
2021-12-18,2022,Leeds,Arsenal,3.9,3.8,1.83,NA,NA,NA,3.89,3.84,1.93,3.9,3.8,1.83,0.25641025641025644,0.2631578947368421,0.5464480874316939,1.0660162385787926,0.24053128566981427,0.24686105634533564,0.51260765798485
2021-12-19,2022,Newcastle,Man City,13,7.5,1.18,NA,NA,NA,16.21,7.42,1.18,13,7.5,1.18,0.07692307692307693,0.13333333333333333,0.8474576271186441,1.0577140373750544,0.07272577861779932,0.12605801627085214,0.8012162051113485
2021-12-19,2022,Wolves,Chelsea,7,4.2,1.5,NA,NA,NA,6.52,3.92,1.59,7,4.2,1.5,0.14285714285714285,0.23809523809523808,0.6666666666666666,1.0476190476190474,0.13636363636363638,0.2272727272727273,0.6363636363636365
2021-12-19,2022,Tottenham,Liverpool,5.25,4.75,1.53,NA,NA,NA,5.19,4.78,1.57,5.25,4.75,1.53,0.19047619047619047,0.21052631578947367,0.6535947712418301,1.054597277507494,0.18061509785647717,0.1996272134203169,0.619757688723206
2021-12-26,2022,Man City,Leicester,1.18,7.5,13,NA,NA,NA,1.19,7.91,13.72,1.18,7.5,13,0.8474576271186441,0.13333333333333333,0.07692307692307693,1.0577140373750544,0.8012162051113485,0.12605801627085214,0.07272577861779932
2021-12-26,2022,Norwich,Arsenal,8,4.75,1.4,NA,NA,NA,8.02,4.81,1.42,8,4.75,1.4,0.125,0.21052631578947367,0.7142857142857143,1.0498120300751879,0.11906893464637423,0.20053715308863027,0.6803939122649956
2021-12-26,2022,Tottenham,Crystal Palace,1.72,3.8,4.75,NA,NA,NA,1.7,3.91,5.21,1.72,3.8,4.75,0.5813953488372093,0.2631578947368421,0.21052631578947367,1.0550795593635252,0.5510440835266821,0.24941995359628769,0.19953596287703013
2021-12-26,2022,West Ham,Southampton,1.8,3.9,4.2,NA,NA,NA,1.86,3.78,4.28,1.8,3.9,4.2,0.5555555555555556,0.25641025641025644,0.23809523809523808,1.05006105006105,0.5290697674418605,0.24418604651162792,0.22674418604651161
2021-12-26,2022,Aston Villa,Chelsea,5.25,3.8,1.65,NA,NA,NA,5.57,3.77,1.69,5.25,3.8,1.65,0.19047619047619047,0.2631578947368421,0.6060606060606061,1.0596946912736387,0.1797462911201892,0.24833369167920874,0.571920017200602
2021-12-26,2022,Brighton,Brentford,1.9,3.4,4.2,NA,NA,NA,1.95,3.49,4.25,1.9,3.4,4.2,0.5263157894736842,0.29411764705882354,0.23809523809523808,1.0585286746277458,0.4972144846796657,0.27785515320334264,0.22493036211699163
2021-12-27,2022,Newcastle,Man United,6.5,4.75,1.44,NA,NA,NA,6.92,4.46,1.49,6.5,4.75,1.44,0.15384615384615385,0.21052631578947367,0.6944444444444444,1.0588169140800718,0.14530005310674457,0.19883165161975572,0.6558682952734998
2021-12-28,2022,Crystal Palace,Norwich,1.65,3.75,5.5,NA,NA,NA,1.69,3.77,5.91,1.65,3.75,5.5,0.6060606060606061,0.26666666666666666,0.18181818181818182,1.0545454545454547,0.5747126436781609,0.2528735632183908,0.17241379310344826
2021-12-28,2022,Southampton,Tottenham,3.75,3.5,2,NA,NA,NA,3.87,3.52,2.08,3.75,3.5,2,0.26666666666666666,0.2857142857142857,0.5,1.0523809523809524,0.25339366515837103,0.27149321266968324,0.4751131221719457
2021-12-28,2022,Watford,West Ham,3.4,3.6,2.1,NA,NA,NA,3.35,3.6,2.24,3.4,3.6,2.1,0.29411764705882354,0.2777777777777778,0.47619047619047616,1.0480859010270773,0.28062360801781744,0.26503340757238314,0.4543429844097996
2021-12-28,2022,Leicester,Liverpool,8,5.5,1.33,NA,NA,NA,7.76,5.82,1.38,8,5.5,1.33,0.125,0.18181818181818182,0.7518796992481203,1.0586978810663021,0.11806956662093454,0.17173755144863206,0.7101928819304333
2021-12-29,2022,Chelsea,Brighton,1.4,4.5,7.5,NA,NA,NA,1.42,4.56,8.59,1.4,4.5,7.5,0.7142857142857143,0.2222222222222222,0.13333333333333333,1.0698412698412698,0.6676557863501484,0.20771513353115725,0.12462908011869436
2021-12-29,2022,Brentford,Man City,19,8,1.14,NA,NA,NA,16.97,7.96,1.17,19,8,1.14,0.05263157894736842,0.125,0.8771929824561404,1.0548245614035088,0.04989604989604989,0.1185031185031185,0.8316008316008316
2021-12-30,2022,Man United,Burnley,1.36,5,9,NA,NA,NA,1.38,4.97,8.67,1.36,5,9,0.7352941176470588,0.2,0.1111111111111111,1.04640522875817,0.7026858213616489,0.19113054341036853,0.10618363522798249
2022-01-01,2022,Arsenal,Man City,5.75,4.75,1.5,NA,NA,NA,6.01,4.57,1.53,5.75,4.75,1.5,0.17391304347826086,0.21052631578947367,0.6666666666666666,1.0511060259344012,0.16545718432510886,0.20029027576197386,0.6342525399129173
2022-01-01,2022,Watford,Tottenham,5,4.2,1.61,NA,NA,NA,5.42,4.25,1.62,5,4.2,1.61,0.2,0.23809523809523808,0.6211180124223602,1.0592132505175984,0.18881939014855356,0.22478498827208754,0.5863956215793588
2022-01-01,2022,Crystal Palace,West Ham,3.1,3.4,2.3,NA,NA,NA,3.09,3.41,2.4,3.1,3.4,2.3,0.3225806451612903,0.29411764705882354,0.4347826086956522,1.0514809009157662,0.3067869752844252,0.27971753628874063,0.41349548842683403
2022-01-02,2022,Brentford,Aston Villa,3,3.3,2.4,NA,NA,NA,3.09,3.3,2.46,3,3.3,2.4,0.3333333333333333,0.30303030303030304,0.4166666666666667,1.053030303030303,0.31654676258992803,0.2877697841726619,0.3956834532374101
2022-01-02,2022,Everton,Brighton,2.75,3.2,2.62,NA,NA,NA,2.87,3.08,2.78,2.75,3.2,2.62,0.36363636363636365,0.3125,0.38167938931297707,1.0578157529493408,0.34376153183812375,0.2954200664233876,0.3608184017384886
2022-01-02,2022,Leeds,Burnley,2.05,3.5,3.5,NA,NA,NA,2.02,3.59,3.83,2.05,3.5,3.5,0.48780487804878053,0.2857142857142857,0.2857142857142857,1.059233449477352,0.4605263157894737,0.2697368421052631,0.2697368421052631
2022-01-02,2022,Chelsea,Liverpool,3.1,3.5,2.25,NA,NA,NA,3.14,3.6,2.29,3.1,3.5,2.25,0.3225806451612903,0.2857142857142857,0.4444444444444444,1.0527393753200205,0.306420233463035,0.2714007782101167,0.42217898832684825
2022-01-03,2022,Man United,Wolves,1.53,4.33,6,NA,NA,NA,1.56,4.37,5.98,1.53,4.33,6,0.6535947712418301,0.23094688221709006,0.16666666666666666,1.0512083201255868,0.6217557060086298,0.21969658895916944,0.15854770503220061
2022-01-11,2022,Southampton,Brentford,2.05,3.4,3.6,NA,NA,NA,2.15,3.37,3.82,2.05,3.4,3.6,0.48780487804878053,0.29411764705882354,0.2777777777777778,1.059700302885382,0.4603234298608499,0.27754795035727714,0.26212861978187285
2022-01-12,2022,West Ham,Norwich,1.28,5.5,10,NA,NA,NA,1.32,5.53,10.04,1.28,5.5,10,0.78125,0.18181818181818182,0.1,1.063068181818182,0.7349011223944414,0.17103153393907,0.0940673436664885
2022-01-14,2022,Brighton,Crystal Palace,2.05,3.3,3.8,NA,NA,NA,2.11,3.29,4.08,2.05,3.3,3.8,0.48780487804878053,0.30303030303030304,0.2631578947368421,1.0539930758159257,0.46281601771544567,0.28750692009595863,0.24967706218859564
2022-01-15,2022,Man City,Chelsea,1.65,4,5,NA,NA,NA,1.72,3.79,5.2,1.65,4,5,0.6060606060606061,0.25,0.2,1.0560606060606061,0.5738880918220947,0.23672883787661403,0.18938307030129126
2022-01-15,2022,Newcastle,Watford,2,3.6,3.6,NA,NA,NA,2.05,3.74,3.59,2,3.6,3.6,0.5,0.2777777777777778,0.2777777777777778,1.0555555555555556,0.47368421052631576,0.2631578947368421,0.2631578947368421
2022-01-15,2022,Norwich,Everton,3.75,3.5,2,NA,NA,NA,3.77,3.54,2.06,3.75,3.5,2,0.26666666666666666,0.2857142857142857,0.5,1.0523809523809524,0.25339366515837103,0.27149321266968324,0.4751131221719457
2022-01-15,2022,Wolves,Southampton,2.25,3.2,3.4,NA,NA,NA,2.35,3.18,3.4,2.25,3.2,3.4,0.4444444444444444,0.3125,0.29411764705882354,1.051062091503268,0.42285270112708895,0.29731830547998445,0.27982899339292655
2022-01-15,2022,Aston Villa,Man United,2.87,3.5,2.4,NA,NA,NA,2.89,3.51,2.49,2.87,3.5,2.4,0.3484320557491289,0.2857142857142857,0.4166666666666667,1.0508130081300813,0.33158331030671456,0.2718983144515059,0.3965183752417795
2022-01-16,2022,Liverpool,Brentford,1.3,5.5,10,NA,NA,NA,1.3,5.82,10.45,1.3,5.5,10,0.7692307692307692,0.18181818181818182,0.1,1.0510489510489511,0.7318695941450432,0.17298735861610112,0.09514304723885562
2022-01-16,2022,West Ham,Leeds,1.61,4.2,5,NA,NA,NA,1.65,4.28,5.13,1.61,4.2,5,0.6211180124223602,0.23809523809523808,0.2,1.0592132505175982,0.5863956215793589,0.2247849882720876,0.1888193901485536
2022-01-18,2022,Brighton,Chelsea,4.75,3.75,1.72,NA,NA,NA,4.75,3.79,1.78,4.75,3.75,1.72,0.21052631578947367,0.26666666666666666,0.5813953488372093,1.0585883312933497,0.19887458567794647,0.2519078085253989,0.5492176057966546
2022-01-19,2022,Leicester,Tottenham,3,3.5,2.3,NA,NA,NA,3.12,3.41,2.38,3,3.5,2.3,0.3333333333333333,0.2857142857142857,0.4347826086956522,1.0538302277432714,0.3163064833005893,0.2711198428290766,0.41257367387033395
2022-01-19,2022,Brentford,Man United,4.5,3.7,1.8,NA,NA,NA,4.68,3.46,1.88,4.5,3.7,1.8,0.2222222222222222,0.27027027027027023,0.5555555555555556,1.048048048048048,0.21203438395415472,0.2578796561604584,0.5300859598853869
2022-01-21,2022,Watford,Norwich,2,3.5,3.75,NA,NA,NA,2.09,3.53,3.66,2,3.5,3.75,0.5,0.2857142857142857,0.26666666666666666,1.0523809523809524,0.4751131221719457,0.27149321266968324,0.25339366515837103
2022-01-22,2022,Everton,Aston Villa,2.75,3.25,2.62,NA,NA,NA,2.82,3.25,2.7,2.75,3.25,2.62,0.36363636363636365,0.3076923076923077,0.38167938931297707,1.0530080606416483,0.3453310351819934,0.2922031836155328,0.3624657812024739
2022-01-22,2022,Brentford,Wolves,3.2,2.8,2.6,NA,NA,NA,3.15,3.11,2.54,3.2,2.8,2.6,0.3125,0.35714285714285715,0.3846153846153846,1.0542582417582418,0.29641693811074915,0.33876221498371334,0.3648208469055374
2022-01-22,2022,Leeds,Newcastle,2,3.5,3.75,NA,NA,NA,2.03,3.72,3.67,2,3.5,3.75,0.5,0.2857142857142857,0.26666666666666666,1.0523809523809524,0.4751131221719457,0.27149321266968324,0.25339366515837103
2022-01-22,2022,Man United,West Ham,1.85,3.8,4,NA,NA,NA,1.93,3.85,3.9,1.85,3.8,4,0.5405405405405405,0.2631578947368421,0.25,1.0536984352773826,0.5129935875801552,0.24974687816402294,0.2372595342558218
2022-01-22,2022,Southampton,Man City,10,6.5,1.25,NA,NA,NA,10.23,6.18,1.27,10,6.5,1.25,0.1,0.15384615384615385,0.8,1.0538461538461539,0.09489051094890512,0.14598540145985403,0.759124087591241
2022-01-23,2022,Arsenal,Burnley,1.36,4.75,9,NA,NA,NA,1.36,5.22,9.18,1.36,4.75,9,0.7352941176470588,0.21052631578947367,0.1111111111111111,1.0569315445476435,0.6956875508543532,0.19918633034987795,0.10512611879576893
2022-01-23,2022,Crystal Palace,Liverpool,6,4.2,1.53,NA,NA,NA,5.75,4.14,1.61,6,4.2,1.53,0.16666666666666666,0.23809523809523808,0.6535947712418301,1.0583566760037348,0.15747684164093514,0.22496691662990734,0.6175562417291575
2022-01-23,2022,Leicester,Brighton,2.5,3.25,2.9,NA,NA,NA,2.66,3.36,2.78,2.5,3.25,2.9,0.4,0.3076923076923077,0.3448275862068966,1.0525198938992042,0.3800403225806452,0.2923387096774194,0.3276209677419355
2022-01-23,2022,Chelsea,Tottenham,1.61,4.2,5,NA,NA,NA,1.7,4.17,4.82,1.61,4.2,5,0.6211180124223602,0.23809523809523808,0.2,1.0592132505175982,0.5863956215793589,0.2247849882720876,0.1888193901485536
2022-02-05,2022,Burnley,Watford,2.2,3.25,3.5,NA,NA,NA,2.19,3.27,3.69,2.2,3.25,3.5,0.45454545454545453,0.3076923076923077,0.2857142857142857,1.047952047952048,0.4337464251668255,0.29361296472831266,0.27264061010486174
2022-02-08,2022,Newcastle,Everton,2.5,3.25,2.87,NA,NA,NA,2.57,3.42,2.94,2.5,3.25,2.87,0.4,0.3076923076923077,0.3484320557491289,1.0561243634414366,0.37874327479443715,0.2913409806111055,0.3299157445944574
2022-02-08,2022,West Ham,Watford,1.55,4.2,5.75,NA,NA,NA,1.54,4.42,6.7,1.55,4.2,5.75,0.6451612903225806,0.23809523809523808,0.17391304347826086,1.0571695718960794,0.6102722850464338,0.2252195337671363,0.16450818118642999
