date,season_end_year,home_team,away_team,b365h,b365d,b365a,bbavh,bbavd,bbava,psh,psd,psa,o_h,o_d,o_a,imp_h_raw,imp_d_raw,imp_a_raw,overround,p_home,p_draw,p_away
2017-09-30,2018,Chelsea,Man City,2.75,3.3,2.5,NA,NA,NA,2.84,3.63,2.54,2.75,3.3,2.5,0.36363636363636365,0.30303030303030304,0.4,1.0666666666666669,0.34090909090909083,0.28409090909090906,0.37499999999999994
2017-09-30,2018,Huddersfield,Tottenham,8.5,4.75,1.36,NA,NA,NA,9.54,5,1.4,8.5,4.75,1.36,0.11764705882352941,0.21052631578947367,0.7352941176470588,1.0634674922600618,0.11062590975254732,0.19796215429403205,0.6914119359534208
2017-09-30,2018,Man United,Crystal Palace,1.17,7,15,NA,NA,NA,1.19,7.9,19,1.17,7,15,0.8547008547008548,0.14285714285714285,0.06666666666666667,1.0642246642246642,0.8031206975676917,0.13423588802202846,0.06264341441027994
2017-09-30,2018,Stoke,Southampton,2.88,3.2,2.45,NA,NA,NA,3.06,3.38,2.52,2.88,3.2,2.45,0.3472222222222222,0.3125,0.4081632653061224,1.0678854875283446,0.32514930325149305,0.29263437292634376,0.38221632382216325
2017-09-30,2018,West Brom,Watford,2.15,3.2,3.5,NA,NA,NA,2.33,3.13,3.69,2.15,3.2,3.5,0.46511627906976744,0.3125,0.2857142857142857,1.063330564784053,0.4374145674672916,0.29388791251708657,0.26869752001562197
2017-09-30,2018,West Ham,Swansea,1.8,3.5,4.5,NA,NA,NA,1.9,3.49,4.84,1.8,3.5,4.5,0.5555555555555556,0.2857142857142857,0.2222222222222222,1.0634920634920635,0.5223880597014926,0.26865671641791045,0.208955223880597
2017-10-01,2018,Arsenal,Brighton,1.2,6.5,13,NA,NA,NA,1.27,6.65,12.35,1.2,6.5,13,0.8333333333333334,0.15384615384615385,0.07692307692307693,1.064102564102564,0.783132530120482,0.14457831325301207,0.07228915662650603
2017-10-01,2018,Everton,Burnley,1.67,3.6,5.75,NA,NA,NA,1.68,3.81,6.2,1.67,3.6,5.75,0.5988023952095809,0.2777777777777778,0.17391304347826086,1.0504932164656196,0.5700202398490961,0.2644260557077751,0.16555370444312875
2017-10-01,2018,Newcastle,Liverpool,5,3.8,1.67,NA,NA,NA,5.09,4.17,1.71,5,3.8,1.67,0.2,0.2631578947368421,0.5988023952095809,1.0619602899464229,0.18833095916429252,0.24780389363722696,0.5638651471984806
2017-10-14,2018,Burnley,West Ham,2.75,3.25,2.8,NA,NA,NA,2.8,3.23,2.83,2.75,3.25,2.8,0.36363636363636365,0.3076923076923077,0.35714285714285715,1.0284715284715285,0.35356969402622634,0.29917435648373,0.34725594949004374
2017-10-14,2018,Crystal Palace,Chelsea,9,5,1.4,NA,NA,NA,8.5,4.92,1.43,9,5,1.4,0.1111111111111111,0.2,0.7142857142857143,1.0253968253968253,0.10835913312693499,0.195046439628483,0.6965944272445821
2017-10-14,2018,Liverpool,Man United,2.8,3.25,2.8,NA,NA,NA,2.77,3.32,2.79,2.8,3.25,2.8,0.35714285714285715,0.3076923076923077,0.35714285714285715,1.0219780219780221,0.3494623655913978,0.30107526881720426,0.3494623655913978
2017-10-14,2018,Man City,Stoke,1.14,9.5,21,NA,NA,NA,1.16,9,19.9,1.14,9.5,21,0.8771929824561404,0.10526315789473684,0.047619047619047616,1.0300751879699248,0.8515815085158152,0.10218978102189781,0.046228710462287104
2017-10-14,2018,Swansea,Huddersfield,2.2,3.25,3.75,NA,NA,NA,2.21,3.16,3.98,2.2,3.25,3.75,0.45454545454545453,0.3076923076923077,0.26666666666666666,1.028904428904429,0.44177616674218395,0.2990484821024015,0.25917535115541457
2017-10-14,2018,Tottenham,Bournemouth,1.2,8,15,NA,NA,NA,1.21,7.92,14.37,1.2,8,15,0.8333333333333334,0.125,0.06666666666666667,1.0250000000000001,0.8130081300813008,0.1219512195121951,0.06504065040650406
2017-10-14,2018,Watford,Arsenal,5.25,4.33,1.65,NA,NA,NA,5.49,4.37,1.64,5.25,4.33,1.65,0.19047619047619047,0.23094688221709006,0.6060606060606061,1.0274836787538866,0.18538123224224495,0.22476939244152103,0.589849375316234
2017-10-15,2018,Brighton,Everton,3.25,3.3,2.4,NA,NA,NA,3.22,3.18,2.53,3.25,3.3,2.4,0.3076923076923077,0.30303030303030304,0.4166666666666667,1.0273892773892774,0.29948950652297224,0.2949517867271696,0.4055587067498582
2017-10-15,2018,Southampton,Newcastle,1.91,3.6,4.5,NA,NA,NA,1.87,3.58,4.85,1.91,3.6,4.5,0.5235602094240838,0.2777777777777778,0.2222222222222222,1.0235602094240837,0.5115089514066496,0.2713839158851947,0.21710713270815574
2017-10-16,2018,Leicester,West Brom,2.05,3.4,4.2,NA,NA,NA,2.03,3.4,4.28,2.05,3.4,4.2,0.48780487804878053,0.29411764705882354,0.23809523809523808,1.0200177632028422,0.478231748158071,0.28834561286001337,0.23342263898191556
2017-10-20,2018,West Ham,Brighton,1.83,3.5,5.25,NA,NA,NA,1.82,3.53,5.34,1.83,3.5,5.25,0.5464480874316939,0.2857142857142857,0.19047619047619047,1.02263856362217,0.5343511450381679,0.2793893129770993,0.18625954198473285
2017-10-21,2018,Chelsea,Watford,1.36,5.25,10,NA,NA,NA,1.4,5.08,8.95,1.36,5.25,10,0.7352941176470588,0.19047619047619047,0.1,1.0257703081232492,0.7168214090660842,0.18569087930092845,0.09748771163298746
2017-10-21,2018,Huddersfield,Man United,11,5,1.36,NA,NA,NA,11.73,5.12,1.35,11,5,1.36,0.09090909090909091,0.2,0.7352941176470588,1.0262032085561497,0.08858780614903597,0.19489317352787913,0.7165190203230849
2017-10-21,2018,Man City,Burnley,1.11,12,26,NA,NA,NA,1.12,12.2,23,1.11,12,26,0.9009009009009008,0.08333333333333333,0.038461538461538464,1.0226957726957726,0.8809080128748094,0.08148399119091987,0.037607995934270715
2017-10-21,2018,Newcastle,Crystal Palace,2,3.5,4.2,NA,NA,NA,1.98,3.58,4.24,2,3.5,4.2,0.5,0.2857142857142857,0.23809523809523808,1.0238095238095237,0.48837209302325585,0.27906976744186046,0.23255813953488372
2017-10-21,2018,Southampton,West Brom,1.85,3.39,5.25,NA,NA,NA,1.82,3.47,5.49,1.85,3.39,5.25,0.5405405405405405,0.2949852507374631,0.19047619047619047,1.026001981754194,0.5268416144931397,0.28750943563784914,0.18564894986901115
2017-10-21,2018,Stoke,Bournemouth,2.14,3.5,3.6,NA,NA,NA,2.21,3.44,3.61,2.14,3.5,3.6,0.4672897196261682,0.2857142857142857,0.2777777777777778,1.0307817831182318,0.45333525221270776,0.277182125638627,0.2694826221486652
2017-10-21,2018,Swansea,Leicester,2.79,3.25,2.75,NA,NA,NA,2.83,3.31,2.74,2.79,3.25,2.75,0.35842293906810035,0.3076923076923077,0.36363636363636365,1.0297516103967719,0.34806737416025696,0.29880245350988216,0.3531301723298607
2017-10-22,2018,Everton,Arsenal,3.79,3.6,2.04,NA,NA,NA,3.84,3.71,2.04,3.79,3.6,2.04,0.2638522427440633,0.2777777777777778,0.49019607843137253,1.0318260989532138,0.25571386788116823,0.26920987757489656,0.4750762545439351
2017-10-22,2018,Tottenham,Liverpool,2.25,3.5,3.39,NA,NA,NA,2.22,3.62,3.4,2.25,3.5,3.39,0.4444444444444444,0.2857142857142857,0.2949852507374631,1.0251439808961933,0.43354343655796107,0.27870649493011784,0.2877500685119211
2017-10-28,2018,Arsenal,Swansea,1.25,7,12,NA,NA,NA,1.24,7.35,13.5,1.25,7,12,0.8,0.14285714285714285,0.08333333333333333,1.026190476190476,0.7795823665893272,0.13921113689095127,0.08120649651972157
2017-10-28,2018,Bournemouth,Chelsea,6,4.2,1.61,NA,NA,NA,5.59,4.29,1.65,6,4.2,1.61,0.16666666666666666,0.23809523809523808,0.6211180124223602,1.025879917184265,0.16246215943491424,0.23208879919273462,0.6054490413723511
2017-10-28,2018,Crystal Palace,West Ham,2.39,3.29,3.29,NA,NA,NA,2.36,3.34,3.37,2.39,3.29,3.29,0.41841004184100417,0.303951367781155,0.303951367781155,1.026312777403314,0.40768277571251554,0.2961586121437423,0.2961586121437423
2017-10-28,2018,Liverpool,Huddersfield,1.25,6.75,13,NA,NA,NA,1.25,6.7,14,1.25,6.75,13,0.8,0.14814814814814814,0.07692307692307693,1.025071225071225,0.7804335742078933,0.14452473596442467,0.07504168982768206
2017-10-28,2018,Man United,Tottenham,2.14,3.39,3.79,NA,NA,NA,2.23,3.38,3.62,2.14,3.39,3.79,0.4672897196261682,0.2949852507374631,0.2638522427440633,1.0261272131076946,0.45539160608649115,0.2874743472050416,0.2571340467084673
2017-10-28,2018,Watford,Stoke,2.04,3.6,3.79,NA,NA,NA,2.04,3.69,3.86,2.04,3.6,3.79,0.49019607843137253,0.2777777777777778,0.2638522427440633,1.0318260989532135,0.4750762545439352,0.2692098775748966,0.2557138678811683
2017-10-28,2018,West Brom,Man City,11,6.5,1.28,NA,NA,NA,12.41,6.83,1.26,11,6.5,1.28,0.09090909090909091,0.15384615384615385,0.78125,1.0260052447552448,0.088604898828541,0.14994675186368478,0.7614483493077742
2017-10-29,2018,Brighton,Southampton,3.29,3.2,2.45,NA,NA,NA,3.35,3.23,2.43,3.29,3.2,2.45,0.303951367781155,0.3125,0.4081632653061224,1.0246146330872774,0.29664945040392,0.3049927161965303,0.3983578333995497
2017-10-29,2018,Leicester,Everton,2.14,3.39,3.75,NA,NA,NA,2.16,3.47,3.71,2.14,3.39,3.75,0.4672897196261682,0.2949852507374631,0.26666666666666666,1.028941637030298,0.4541459911903716,0.2866880298369897,0.2591659789726387
2017-10-30,2018,Burnley,Newcastle,2.89,3.2,2.7,NA,NA,NA,3.05,3.13,2.69,2.89,3.2,2.7,0.3460207612456747,0.3125,0.37037037037037035,1.028891131616045,0.33630454244677127,0.3037250398972403,0.35997041765598853
2017-11-04,2018,Huddersfield,West Brom,2.79,3,3,NA,NA,NA,2.78,3.01,3.04,2.79,3,3,0.35842293906810035,0.3333333333333333,0.3333333333333333,1.025089605734767,0.3496503496503497,0.3251748251748252,0.3251748251748252
2017-11-04,2018,Newcastle,Bournemouth,2,3.5,4.2,NA,NA,NA,1.99,3.47,4.36,2,3.5,4.2,0.5,0.2857142857142857,0.23809523809523808,1.0238095238095237,0.48837209302325585,0.27906976744186046,0.23255813953488372
2017-11-04,2018,Southampton,Burnley,1.66,3.75,6.5,NA,NA,NA,1.64,3.76,6.91,1.66,3.75,6.5,0.6024096385542169,0.26666666666666666,0.15384615384615385,1.0229224590670376,0.5889103648224208,0.2606909881613916,0.15039864701618746
2017-11-04,2018,Stoke,Leicester,2.7,3.29,2.87,NA,NA,NA,2.74,3.33,2.82,2.7,3.29,2.87,0.37037037037037035,0.303951367781155,0.3484320557491289,1.0227537939006544,0.3621305269940132,0.2971891862868802,0.3406802867191065
2017-11-04,2018,Swansea,Brighton,2.39,3.2,3.39,NA,NA,NA,2.47,3.13,3.38,2.39,3.2,3.39,0.41841004184100417,0.3125,0.2949852507374631,1.0258952925784672,0.40784868092081766,0.3046119835627357,0.28753933551644667
2017-11-04,2018,West Ham,Liverpool,5.25,4.33,1.66,NA,NA,NA,5.53,4.29,1.65,5.25,4.33,1.66,0.19047619047619047,0.23094688221709006,0.6024096385542169,1.0238327112474974,0.18604229810561843,0.22557091571697385,0.5883867861774078
2017-11-05,2018,Chelsea,Man United,2.5,3.2,3.2,NA,NA,NA,2.54,3.22,3.17,2.5,3.2,3.2,0.4,0.3125,0.3125,1.025,0.39024390243902446,0.30487804878048785,0.30487804878048785
2017-11-05,2018,Everton,Watford,2.2,3.39,3.6,NA,NA,NA,2.21,3.38,3.67,2.2,3.39,3.6,0.45454545454545453,0.2949852507374631,0.2777777777777778,1.0273084830606956,0.4424624755275179,0.2871437894278877,0.2703937350445943
2017-11-05,2018,Man City,Arsenal,1.39,5.5,7.5,NA,NA,NA,1.43,5.2,7.69,1.39,5.5,7.5,0.7194244604316548,0.18181818181818182,0.13333333333333333,1.0345759755831698,0.6953809844908969,0.1757417397167903,0.12887727579231287
2017-11-05,2018,Tottenham,Crystal Palace,1.28,6,12,NA,NA,NA,1.31,6.11,10.98,1.28,6,12,0.78125,0.16666666666666666,0.08333333333333333,1.03125,0.7575757575757576,0.1616161616161616,0.0808080808080808
2017-11-18,2018,Arsenal,Tottenham,2.5,3.6,2.89,NA,NA,NA,2.5,3.62,2.92,2.5,3.6,2.89,0.4,0.2777777777777778,0.3460207612456747,1.0237985390234525,0.39070186638627064,0.2713207405460213,0.33797739306770813
